name/first,name/last,natural(4),age
Joshua,Carr,1,31
May,Davidson,2,19
Jordan,Hayes,1,53
Vincent,Henderson,3,59
James,Banks,3,42
David,Robertson,1,24
Beulah,Lyons,1,60
Olivia,Goodman,3,29
Marc,Lawson,2,28
Katharine,Taylor,4,44
Vernon,Thompson,1,25
Nathan,Palmer,1,46
Jose,Jimenez,3,25
Isaiah,Santos,3,21
Ora,Silva,0,58
Cora,Romero,4,42
Oscar,Rogers,4,32
Cole,Newman,2,26
Johnny,Terry,2,23
Charlotte,West,1,29
Henry,Houston,1,34
Pearl,Carson,2,29
Rhoda,Cain,1,28
Johanna,Wilkins,2,20
Glenn,Pittman,0,37
Theodore,Carpenter,1,28
Victoria,Hines,3,26
Leila,Perez,2,56
Leonard,Welch,4,40
Leroy,Garner,0,44
Henrietta,Fleming,4,54
Alex,Sparks,0,63
Pauline,Vaughn,2,18
Brent,Ramos,4,45
Tony,Pope,3,30
Genevieve,Fields,4,51
Blake,Jensen,2,29
Samuel,Hunt,4,28
Jorge,Matthews,0,39
Cornelia,Guzman,4,58
Daisy,Washington,2,30
Clayton,Brady,2,49
Peter,Bowers,0,33
Mina,Riley,3,62
Andre,Price,2,37
Arthur,Hampton,1,21
Jeffrey,Crawford,3,34
Jackson,Andrews,4,64
Elijah,Rodriguez,4,22
Ricky,Welch,4,52
Chester,Huff,0,60
Myra,Nguyen,0,51
Jimmy,Pena,1,59
Glenn,Shaw,3,35
Travis,Douglas,2,62
Mina,Buchanan,3,29
Sadie,Patrick,0,40
Frank,Woods,0,18
Micheal,Nichols,2,29
Christopher,Bowen,1,58
Harriett,Carlson,1,20
Florence,Cooper,3,62
Maude,Larson,3,39
Amelia,Russell,3,64
Gavin,Gray,2,59
Ann,Elliott,2,54
John,Collins,3,19
Bertha,Evans,3,34
Eugene,Gordon,3,28
Eula,Terry,1,54
Annie,Summers,0,54
Lottie,Clark,2,58
Lucile,Cooper,3,40
Lester,Williams,4,20
Sean,Ryan,4,21
Billy,Moody,1,53
Lucile,Rowe,0,31
Lura,Steele,0,32
Jennie,Boyd,0,32
Elva,Lawrence,0,52
Lillian,Porter,2,58
Elizabeth,Gomez,3,57
Stella,Nash,1,56
Gilbert,Saunders,2,40
Violet,Hill,3,35
Pauline,Hicks,3,60
Janie,Flowers,1,31
Alma,Hamilton,1,22
Milton,Stevens,4,52
Evan,Stewart,4,38
Bernice,Poole,3,46
Lena,Hunt,2,62
Roger,Sullivan,3,24
Joe,Bowers,2,35
Emily,Garza,3,29
Caleb,Todd,2,37
Devin,Lucas,3,50
Hulda,Miller,4,59
Lela,Watson,0,20
Ray,Guzman,0,61
Kevin,Dawson,1,18
Allie,Ferguson,3,52
Barbara,Snyder,1,58
Anthony,Peterson,2,43
Pearl,Farmer,3,35
Micheal,Collier,4,42
Jayden,Jensen,1,19
Fred,Garcia,2,27
Hattie,Hart,4,33
Amy,Rogers,2,44
Evan,Adkins,2,65
Betty,Wallace,0,49
Hilda,Robbins,3,63
Nina,Hogan,4,58
Nina,Morgan,0,51
Ida,Cummings,1,20
Maria,Johnson,4,62
Cory,Hale,0,40
Rodney,Sparks,0,28
Alma,Hamilton,4,59
Travis,Bush,3,22
Lina,Torres,4,23
Lou,Diaz,4,27
Esther,Harrington,2,52
Anthony,Willis,1,51
Edwin,Pearson,2,19
Julian,Morgan,4,64
Lucile,Gill,3,50
Trevor,Holloway,2,42
Brett,Hudson,4,54
Glenn,Underwood,3,43
Jeffery,Tran,3,24
Bobby,Clarke,1,27
Caleb,Stevenson,4,33
Lester,Hammond,3,65
Cecilia,Singleton,3,56
Leroy,Farmer,0,32
Erik,Richardson,4,47
Michael,Ortega,4,18
Irene,McLaughlin,2,47
Cody,French,3,19
Lucinda,Colon,1,18
Kevin,Hubbard,4,42
Cody,Shelton,4,33
Abbie,Martinez,1,45
Jimmy,Austin,0,24
Jesus,Horton,0,19
Bradley,Wade,1,45
Angel,Young,4,18
Milton,Gilbert,0,59
Gussie,Aguilar,1,56
Hilda,Torres,1,36
Catherine,Nash,2,25
Kevin,Reed,2,39
Jonathan,Fox,2,27
Sophie,Castro,3,62
Della,Sutton,2,46
Adelaide,Vargas,3,20
Georgie,Lowe,2,44
Victoria,Lawson,2,33
Sarah,Wood,0,18
Mario,Hoffman,0,47
Amelia,Cummings,3,47
Ruth,Chandler,4,25
Russell,Estrada,2,57
Johnny,Caldwell,2,23
Blanche,Vasquez,2,53
Jean,Sharp,0,64
Ola,Ingram,2,50
Harriet,Ward,0,28
Alvin,Vargas,2,49
Adam,Robinson,2,19
Mayme,Vega,4,19
Hattie,Gibson,0,47
Barbara,Harrison,3,63
Randall,Weber,2,30
Florence,Lowe,0,57
Brandon,Herrera,3,38
Helena,Harmon,0,27
Dylan,Payne,2,21
Mario,Houston,1,28
Harvey,Higgins,2,34
Leila,Clarke,2,53
Christopher,Wolfe,0,60
Jeremiah,Potter,3,25
Cameron,Haynes,3,57
Matthew,Gutierrez,4,51
Jerry,Castillo,3,27
Clifford,Park,4,41
Amy,Torres,4,39
Tillie,Cox,3,49
Madge,Jenkins,1,46
Francis,Holmes,0,54
Roxie,Curtis,1,44
Aaron,Robertson,3,61
Alma,Nichols,0,24
Mamie,Rose,3,54
Isabel,Gill,0,28
Jackson,Nguyen,4,25
Jason,Pope,0,45
Marcus,Sanders,2,45
Essie,Simmons,4,21
Betty,Tate,2,22
Bill,Schwartz,3,54
Jonathan,Harrington,3,46
Tommy,Powers,1,50
Esther,Freeman,4,26
Harvey,Greene,4,42
Henry,Price,2,19
Violet,Hines,4,57
Frank,Parker,1,34
Lillie,McDaniel,2,33
Gussie,Simpson,3,26
Lydia,Matthews,0,62
Kevin,Flowers,0,42
Mike,Greer,3,25
Nellie,Hayes,1,59
Chase,Rios,3,56
Elnora,Burke,0,26
Todd,Soto,1,23
Mark,Watson,1,40
Harvey,Chambers,3,51
Violet,Stokes,0,27
Matilda,Clarke,4,49
Jordan,Wood,3,38
Lilly,Ryan,0,62
Raymond,Robertson,1,36
Harriett,Brewer,0,55
Myrtle,West,3,19
Gertrude,Kennedy,3,30
Beulah,Day,2,26
Beulah,Lambert,1,52
Elva,Palmer,0,37
Sallie,Quinn,3,49
Lura,Parks,0,21
Martha,Ward,4,59
Rosetta,Moore,4,31
Loretta,Cruz,0,38
Effie,Craig,4,55
Brian,Ramos,0,59
John,Kelley,2,54
Steven,Bishop,3,18
Jay,McLaughlin,0,28
Johanna,Greer,3,37
Sylvia,Edwards,4,28
Bruce,Cobb,0,60
Louise,Adkins,2,37
Warren,Barnes,0,45
Philip,Andrews,0,50
Eric,Dennis,3,46
Edna,Lawrence,2,53
May,Bailey,4,59
Lester,Ortega,1,35
Lillie,Garrett,4,50
Cynthia,Jennings,1,62
Sylvia,Evans,4,59
Eula,McKenzie,3,56
Bess,Yates,3,18
Olga,Valdez,0,27
Leona,Carroll,2,31
Jessie,Banks,0,35
Brandon,Reid,1,34
Nellie,Klein,4,59
Sara,Poole,2,52
Leah,Francis,0,51
Hattie,Peters,1,35
Samuel,Ryan,3,59
Elsie,Baldwin,3,19
Christian,Dean,0,26
Milton,Lambert,1,20
Phoebe,Pena,0,34
Cynthia,Hernandez,3,19
Aaron,Long,4,26
Viola,Holmes,3,30
Kevin,Cox,3,27
Alejandro,Patton,2,60
Ralph,Wilson,1,61
Dorothy,Sharp,3,46
Eva,Harmon,2,41
Matthew,Paul,0,60
Edith,Pope,3,49
Olivia,Newman,1,29
Hilda,McCoy,4,37
Mayme,Barnes,3,38
Cynthia,Lawson,4,48
Ethan,Hodges,3,21
Madge,Wong,1,51
Howard,Griffith,2,27
Lizzie,Gonzalez,2,25
Grace,Joseph,0,25
Katharine,Fuller,3,59
Arthur,Gutierrez,1,50
Alan,King,2,42
Rachel,Cruz,0,55
Amy,Newman,4,35
Rosetta,Lambert,3,35
Chester,Dean,4,64
Mason,Barnett,1,32
Sarah,Conner,3,19
Frances,Lucas,2,62
Mathilda,Franklin,2,57
Helena,Watkins,3,21
Gordon,Medina,1,31
Cecelia,Patterson,1,61
Sallie,Matthews,0,44
Mabel,Glover,4,20
Jordan,Ingram,1,44
Estella,Carr,1,48
Sadie,Frank,4,63
Ida,Lawrence,1,55
Christopher,Cook,4,20
Eric,Chambers,3,30
Eleanor,Alvarado,0,57
Inez,Grant,1,26
Jeffery,Singleton,4,19
Ethan,Wood,2,51
Jordan,Gregory,1,63
Chris,Hill,4,32
Jesse,Mendez,3,29
Keith,Taylor,2,51
Jean,Watson,3,65
Trevor,French,4,22
Lulu,Parker,4,38
Edwin,Valdez,3,62
Eddie,Patrick,4,47
Anne,Norton,1,60
Cole,Hale,0,37
Ophelia,Snyder,0,31
Leila,Andrews,3,58
Lucile,Robinson,2,47
Christine,May,3,21
Gregory,Schneider,0,41
Franklin,Henry,2,26
Augusta,Cunningham,0,48
David,Jackson,4,20
Ella,Reid,3,54
Millie,Norman,2,27
Lawrence,Massey,4,29
Lou,Cummings,1,54
Adele,Reynolds,0,22
Ellen,Berry,0,48
Bill,Page,3,40
Lottie,Chapman,4,52
Agnes,Lane,2,23
Richard,Medina,0,30
Jacob,Hughes,0,50
Viola,Howard,0,28
Evelyn,Lee,1,58
Francisco,Keller,1,40
Katharine,Jenkins,2,33
Eliza,Morris,4,41
Mildred,Mann,1,35
Eddie,Figueroa,0,20
Mittie,Phillips,0,21
Wesley,Moran,3,28
Chase,Berry,0,64
Virgie,Flowers,0,26
Louisa,Hopkins,0,19
Trevor,Harris,4,19
Adele,Daniels,0,52
Mason,Ruiz,1,26
Betty,Howell,0,53
Hunter,Moreno,3,40
Carolyn,Curtis,4,44
Thomas,Fox,3,63
Harriett,Little,1,39
Sue,French,4,56
Sophie,Armstrong,0,51
Angel,Lucas,3,29
Rodney,Goodwin,0,44
Kathryn,Matthews,4,53
Chester,Craig,4,21
Lettie,Marsh,3,19
Antonio,Beck,4,64
Callie,Jenkins,3,24
Lina,Perkins,4,62
Eric,Lloyd,0,41
Marc,Salazar,1,25
Carl,Page,3,28
Lula,Perez,1,20
Bruce,Murray,0,47
Ronnie,Chandler,0,54
David,Webb,0,56
Lina,Mack,0,55
Dorothy,Smith,2,61
Ophelia,Burgess,2,50
Howard,Greer,4,32
Fred,Lambert,0,65
Sylvia,Anderson,4,38
Linnie,Riley,0,62
Viola,Yates,2,43
Ola,Gregory,1,50
Floyd,Fisher,0,58
Josie,McCormick,3,32
Caleb,Mendoza,4,25
Lewis,Roberson,1,46
Herman,Reeves,4,21
Annie,Elliott,4,40
Bertie,Huff,0,49
Dustin,Rios,2,23
Rhoda,George,2,63
Lora,Snyder,0,32
Robert,Drake,1,29
Carlos,Spencer,1,27
Essie,Carr,2,58
Josephine,Glover,3,22
Caroline,Bennett,3,39
Laura,Owen,3,44
Theodore,Webb,2,27
James,Miller,0,49
Birdie,Cross,4,29
Leona,Fowler,4,37
Gussie,May,2,21
Viola,Kim,0,50
Earl,Doyle,1,32
Isabelle,Henderson,3,37
Winnie,Watkins,4,64
Jason,Hart,4,63
Todd,Fleming,4,58
Addie,Buchanan,0,61
Ruth,Sandoval,3,32
Austin,Valdez,0,42
Joel,Rhodes,2,60
Emma,Ballard,3,40
Landon,Hayes,2,47
Stella,Phillips,3,44
Clayton,Black,4,63
Hilda,Keller,4,62
Roy,Gray,3,52
Alan,Frank,3,47
Virgie,Steele,3,26
Victor,Miles,0,40
Eliza,Powell,1,26
Jerry,McGuire,1,19
Marian,Murphy,3,42
Sean,Bates,2,61
George,Paul,0,42
Ethel,Fowler,3,61
Erik,Green,1,24
Alexander,Montgomery,4,64
Elijah,Turner,1,28
Emily,Olson,0,33
Jorge,Snyder,0,65
Harry,Anderson,1,59
Della,Campbell,3,51
Loretta,Ellis,1,38
Rachel,Reese,3,20
Eugenia,Ryan,4,38
Maggie,Hill,2,59
Jesse,Carlson,3,53
Eugenia,Wilkerson,4,35
Duane,Rios,2,55
Jimmy,Castillo,1,45
Anne,Keller,1,44
Manuel,Tran,3,31
Shawn,Floyd,1,30
Rodney,Griffin,0,44
Marguerite,Castro,3,47
Bertie,Christensen,4,57
Todd,Rice,2,41
Lucinda,Horton,1,22
Robert,Russell,2,61
Milton,Wright,4,26
Edith,Tucker,3,63
Jerome,Lloyd,1,37
Georgie,Olson,4,57
Alma,Love,0,24
Julia,Little,3,55
Arthur,Harper,4,50
Sophia,Farmer,2,57
Ann,Barton,3,37
Henrietta,Shaw,0,31
Bertie,Sullivan,1,18
Ann,Joseph,1,26
Leah,Dennis,2,26
Millie,Riley,2,22
Craig,Todd,1,44
Cameron,Watts,4,46
Gavin,White,1,38
Lenora,Murray,0,22
Lillian,Simpson,0,53
Robert,Obrien,2,34
Frances,Dean,2,40
Maude,Brown,3,34
Kate,Little,3,44
Josephine,Castillo,0,22
Rachel,Hubbard,3,58
Emilie,Phillips,1,62
Alan,Jennings,0,27
Calvin,Carlson,3,34
Annie,Roberts,2,52
Don,Obrien,4,61
Adeline,Chambers,0,41
Jennie,Carlson,2,18
Steve,Cummings,0,60
Lloyd,Ramsey,0,20
Katie,Hicks,4,48
Caroline,Colon,3,25
Edith,Richardson,0,37
Robert,Frank,3,39
Caleb,McCoy,1,42
Vincent,Schmidt,1,25
Adam,Caldwell,4,56
Brandon,Estrada,1,39
Amelia,Hanson,0,42
Adam,Allen,4,18
Roger,Morton,1,29
George,Collins,0,37
Carrie,Bryant,4,49
Daisy,Palmer,1,48
Josephine,Banks,4,23
Theodore,Flowers,3,46
Harvey,Medina,4,35
Chase,Munoz,4,63
Mike,Hubbard,3,36
Jeffery,Walton,3,49
Elva,Moreno,0,38
Derek,Walters,0,34
Angel,McKinney,3,24
Eleanor,Ross,1,23
Glenn,Fitzgerald,1,18
Randall,Stevenson,1,45
Erik,Lynch,0,34
Chris,Massey,4,53
Ethan,Colon,0,49
Sallie,Brooks,3,18
Cora,Potter,1,52
Edwin,Arnold,3,52
Arthur,Norris,1,23
Florence,McDaniel,2,52
Lillie,Ryan,3,33
Julia,Walters,2,29
Randall,Guzman,0,30
Matilda,Banks,1,32
Bradley,Ferguson,3,63
Ina,Allison,0,52
Rosie,Lamb,0,35
Nannie,Campbell,4,20
Edna,Carter,3,50
Lura,Cortez,1,34
Gene,Harvey,0,31
Jesse,Price,4,30
Timothy,Coleman,4,28
Violet,Douglas,0,56
Vincent,Barber,4,37
Maude,Garza,0,53
Augusta,Morgan,0,56
Jessie,Allison,3,22
Ethan,Mathis,1,59
Eula,Todd,4,52
Hester,Lowe,1,43
Lula,Adams,4,29
Rena,Holland,4,40
Christian,Hardy,3,24
Calvin,Black,3,63
Clyde,Henderson,2,58
Laura,Long,4,35
Leona,Barker,4,32
Sean,Gray,0,63
Winnie,Torres,1,56
Ethel,Delgado,4,32
Della,Wood,1,28
John,Soto,4,33
Jerome,Reid,1,48
Maud,Sherman,3,36
Charles,Benson,2,51
Maurice,Munoz,1,22
Maria,Park,1,62
Jean,Willis,2,65
Lura,Massey,4,60
Luella,Huff,0,44
Landon,Sherman,4,50
Georgia,Soto,4,40
Mae,Carlson,4,62
Robert,Maldonado,1,37
Seth,Jacobs,0,46
Lottie,Flowers,1,31
Keith,Patterson,1,49
Frank,Ruiz,3,23
Rebecca,McCarthy,0,18
Ricky,Estrada,4,32
Daisy,Yates,1,24
Jennie,Steele,1,53
Stella,Kim,1,57
Melvin,McDaniel,0,63
John,Manning,0,65
Ronnie,Hubbard,3,21
Pauline,Carroll,2,42
Lawrence,Wilkerson,4,50
Brandon,Alvarez,3,26
Harvey,Chambers,1,35
Ollie,Higgins,0,18
Robert,Watkins,3,33
Isabella,Collier,4,61
Herman,Mendoza,4,30
Isabelle,Dunn,0,54
Jerome,Mack,4,21
Earl,Adkins,0,55
Marvin,Edwards,3,59
Katherine,Watson,0,25
Lucas,Davidson,3,52
Lena,Rhodes,3,47
Mayme,Martinez,3,31
Winifred,Wade,4,43
Michael,Walker,4,36
Joel,Briggs,1,59
Johanna,Christensen,2,54
Janie,Strickland,2,20
Randy,Sutton,2,22
Jeffrey,Thornton,3,57
Bernard,Pittman,2,36
Marvin,Holmes,2,58
Jeff,Pierce,2,51
Amelia,McDaniel,0,44
Isabelle,Goodman,0,48
Lois,Luna,3,25
Victoria,Day,4,55
Willie,Cannon,0,18
Mina,Pearson,3,61
Evelyn,Becker,1,63
Jean,Brock,3,63
Clyde,Williams,3,35
Marian,Walker,0,35
Carlos,Williams,4,48
Aiden,Day,3,49
Mable,Pratt,4,22
Jack,Rowe,2,46
Jeffery,Terry,1,35
Isaac,Roberts,1,34
Victoria,Brady,2,45
Alvin,Simon,1,48
Tyler,Norton,0,32
Bruce,Fowler,4,54
Maggie,Simon,3,39
Ora,Copeland,1,49
Cameron,Stewart,4,33
Clifford,Mathis,2,36
Gertrude,Lowe,2,46
Ronnie,Sharp,1,36
Maurice,Castillo,0,64
Rosetta,Paul,4,20
Clayton,Perez,3,49
Willie,Tyler,3,48
Amanda,Estrada,4,49
Alan,Harvey,0,57
Sallie,Sanders,3,22
Ethan,Casey,4,60
Kevin,Lane,3,51
Alberta,Moss,1,29
Max,Arnold,0,35
Lydia,Daniels,0,54
Willie,Herrera,0,18
Jayden,Miller,3,65
Addie,Burgess,4,35
Hunter,Sullivan,0,56
Clayton,Miles,4,57
Ruth,Ryan,1,19
Charlotte,Smith,4,56
Jose,Payne,3,63
Stanley,Hudson,1,46
Owen,Barber,4,22
Lawrence,Fleming,4,37
Mabel,McCormick,0,26
Sam,Williams,1,54
Vincent,Owens,0,32
Michael,Swanson,4,63
Laura,Ingram,4,48
Gordon,Meyer,2,28
Georgia,McKinney,2,56
Rose,Ward,0,58
Rosalie,Cooper,4,31
Helena,Tate,2,19
Clayton,Schneider,3,32
Jeremiah,Rivera,3,58
Dylan,Foster,2,29
Eunice,Mann,0,31
Jerome,Harrison,3,35
Hunter,Matthews,4,65
Bernice,Owens,2,63
Louis,Miller,3,53
Gussie,Powell,1,59
Nathan,Watts,1,60
Beulah,Hunt,1,19
Aaron,Hubbard,4,38
Olga,Potter,2,47
Bettie,Ballard,3,59
Shane,Ryan,1,58
Larry,Baldwin,0,28
Harvey,Hughes,2,27
Chad,Peterson,4,45
Elsie,Sims,3,30
Cecelia,Guzman,3,30
Douglas,Olson,1,18
Bernice,Hicks,3,32
Susan,Matthews,4,26
Bryan,Jackson,0,23
Owen,Murphy,3,35
Julian,Long,4,52
Lettie,Parks,3,30
Phoebe,Daniels,4,54
Olga,Lucas,2,44
Jeremy,Newton,1,54
Sylvia,Gregory,4,35
Benjamin,Hale,1,41
Bradley,Norton,3,47
Charlie,Cruz,2,61
Ruby,Newman,0,51
Roger,Alvarez,2,49
Evelyn,Patton,1,54
Isabella,Guzman,4,46
Lillian,Harrington,1,35
Travis,Stanley,3,56
Emily,Haynes,2,59
Laura,Snyder,2,22
Ryan,Dennis,0,23
Ruby,Atkins,2,53
Evan,Thompson,3,50
Lucille,Fuller,0,55
Mae,Beck,0,24
Roger,Simpson,3,60
Annie,Burgess,0,60
Leroy,Gilbert,0,43
Wesley,Burke,0,44
Nicholas,Bates,0,51
Sean,Sutton,1,43
Carl,Benson,1,27
Vera,Goodman,2,26
Alma,Reese,0,41
Sallie,Ortega,4,26
Bettie,Gray,4,22
Dollie,Miles,4,55
Larry,Harvey,3,26
Caleb,Cohen,0,45
Maurice,Fernandez,3,43
Alma,Padilla,1,39
Eunice,Santos,2,44
Abbie,McDaniel,0,44
Ophelia,Valdez,3,38
Flora,Martin,4,22
Theodore,Cohen,3,33
Edwin,Brock,0,55
Julian,Griffin,0,19
Ollie,Weber,2,45
Ophelia,Sanders,3,19
Ronnie,Webster,0,41
Estella,Santiago,2,19
Rhoda,Conner,4,45
Ronald,Jensen,2,65
Lucy,Thornton,1,64
Kyle,McDonald,0,51
Marie,Wise,0,61
Winnie,Hodges,4,52
Jessie,Mullins,0,57
Mae,Jensen,3,64
Rodney,McKinney,3,63
Bradley,Lloyd,4,21
Edith,Allison,2,33
Clyde,Gardner,0,58
Catherine,Carson,0,54
Nannie,Hardy,3,41
Norman,Reynolds,3,30
Johanna,Howard,1,56
Minnie,Mack,1,45
Abbie,Klein,2,49
Irene,Matthews,1,58
Lillian,Hampton,4,44
Gavin,Garcia,2,64
Josephine,Warner,2,32
Owen,Erickson,4,35
Hannah,Gregory,0,32
Marguerite,Lawrence,3,49
Laura,Yates,3,42
Jim,Adkins,0,52
Elva,McCarthy,4,29
Stella,Rice,0,20
Leon,Rios,3,21
Andre,Massey,3,48
Georgie,Briggs,0,62
Edith,Schneider,3,55
Alan,Reed,2,18
Jessie,Newton,0,43
Earl,Walters,2,59
Jordan,Hampton,3,27
Jeff,Lynch,3,41
Violet,Marshall,1,46
Antonio,Davidson,0,60
Lula,Ryan,3,20
Louisa,Hill,3,60
Lydia,Roberson,4,29
Cornelia,Wilson,2,44
Bettie,Murphy,0,58
Gavin,Morgan,3,65
Alexander,Jefferson,2,55
Rebecca,Mills,1,51
Johnny,Lloyd,2,30
Christian,Woods,2,49
Ronald,Rhodes,3,31
Kyle,Hanson,4,40
Violet,French,0,57
Donald,Thomas,1,27
Martha,Fernandez,2,62
Bertha,Bryan,3,53
Bruce,Burns,4,30
Terry,Manning,0,60
Rodney,Clarke,1,46
Sylvia,Barber,1,48
Duane,Martin,1,58
Wesley,Myers,0,56
Jose,Watson,2,40
Fred,McGee,1,35
Jon,Berry,1,46
Ella,Alvarado,4,63
David,Pratt,1,43
Annie,Barnett,3,52
Cornelia,Clarke,2,57
Tillie,Thomas,1,44
Sue,Waters,1,62
Eunice,Tyler,4,38
Lydia,Collier,4,59
Hettie,Lawrence,4,28
Louis,Smith,1,49
Josie,Harrison,2,51
Beulah,Jackson,2,65
Russell,Rios,3,60
Esther,Erickson,3,43
Theodore,Houston,3,24
Matilda,Gomez,1,38
Albert,McGuire,2,39
Lelia,Hamilton,1,30
Adelaide,Nunez,4,50
Luis,Alvarado,2,64
Georgia,Griffin,3,44
Samuel,Gonzales,3,23
Austin,Watkins,0,58
Lydia,Todd,2,36
Anthony,Fowler,1,39
Mae,Hoffman,2,39
Wayne,Garner,2,30
Addie,Warren,1,64
Callie,Gill,4,57
David,Henderson,1,30
Michael,Henderson,4,55
Jose,Mendez,2,31
Marian,Torres,0,31
Rachel,Burke,1,37
Carlos,Payne,2,63
Louis,Padilla,3,38
Lura,Maxwell,0,57
Mabelle,Carter,4,54
Laura,Vargas,0,43
Fred,Clayton,0,30
Carl,Strickland,3,41
Annie,Buchanan,1,54
Darrell,Logan,0,20
Vera,Allen,3,24
Adrian,Lloyd,3,46
Clarence,Massey,4,53
Victor,Lane,0,56
Gertrude,Young,3,19
Rose,Oliver,3,43
Evelyn,Sharp,3,53
Andre,Rose,0,57
Jeffery,Austin,2,31
Virginia,Morrison,1,20
Nathaniel,Weaver,2,59
Hallie,Goodman,3,61
Alex,Dean,3,31
Louisa,Day,4,39
Lily,Williamson,4,55
Alfred,Neal,4,21
Lloyd,Moore,0,39
Jason,Crawford,4,63
Rebecca,Alexander,2,22
Marcus,Stewart,4,49
Rodney,Baker,0,24
Bruce,Strickland,4,44
Jeanette,Joseph,4,60
Rose,Graves,3,39
Leon,Woods,4,37
Bill,Stevens,0,32
Olivia,Reid,3,55
Garrett,Barrett,1,50
Jorge,Carr,3,43
Douglas,Sanchez,0,57
Adrian,Day,2,28
Daisy,Bradley,3,38
Ricardo,Bates,1,36
Calvin,Caldwell,1,26
Cordelia,Coleman,4,42
Gussie,Tran,1,29
Polly,Martinez,3,63
Gavin,Jenkins,1,42
Sadie,Banks,4,30
Micheal,Barnett,4,19
Mollie,Mack,0,59
George,Bridges,1,40
Eva,Little,3,29
Dora,Gibbs,2,44
Harvey,Robinson,2,52
Rosalie,Jordan,4,55
Allen,Allen,3,55
Miguel,Gibbs,3,20
Harold,Wallace,2,21
Mollie,Erickson,2,26
Lizzie,Houston,3,41
Jessie,Rivera,4,38
Sophia,Ryan,1,61
Della,Gordon,1,63
Alvin,Williamson,4,65
Adrian,Anderson,0,36
Ola,Williams,2,30
Katharine,Ward,4,24
James,Salazar,4,65
Isaac,Davidson,4,63
Ophelia,Barker,2,47
Margaret,McCoy,4,36
Edward,McLaughlin,1,21
Ricky,Poole,0,53
Frank,Matthews,2,49
Jane,Bishop,3,61
Caroline,Barnett,0,55
Claudia,Allison,0,30
Mae,Graves,2,39
Ronald,Bell,1,20
Bill,Morgan,4,58
Jeanette,Moore,1,37
Landon,Butler,4,37
Tommy,Logan,2,41
Timothy,Colon,0,27
Mary,McCormick,0,52
Blake,Rodgers,1,62
Margaret,Morrison,3,58
Ollie,Reynolds,3,57
Madge,Osborne,0,57
Adeline,Hampton,1,37
Della,Soto,1,44
Herman,Ryan,1,19
Marian,Luna,2,39
Willie,Newman,0,52
Dean,Clark,3,59
Lloyd,Leonard,2,38
Louis,Pope,3,46
Birdie,Reid,1,54
Rachel,Frank,2,29
Jordan,Carr,4,33
Phoebe,Ramirez,3,50
Daisy,Obrien,4,34
Herbert,Farmer,1,56
Lenora,Edwards,4,57
Leona,Mack,0,60
Kathryn,McCormick,4,27
Cynthia,Lewis,0,28
Jerry,Thornton,1,19
Willie,McGee,4,41
Bradley,Cross,2,47
Evelyn,Warner,0,57
Stephen,Bowen,4,30
Don,Poole,0,38
Ricky,Daniels,2,44
Violet,Butler,4,45
Jerome,Gardner,4,19
Marion,Ray,2,49
Ruby,Oliver,1,29
Charlotte,Burgess,2,45
Lura,Austin,3,20
Norman,Goodwin,2,25
Justin,Jackson,2,48
Dylan,Spencer,1,44
Maude,Morgan,2,33
Florence,Gibbs,2,37
Roxie,Banks,2,61
Minerva,Johnston,2,48
Tom,Schultz,2,24
Darrell,Patrick,0,26
Ollie,Haynes,0,46
Frank,Olson,3,30
Lucas,Figueroa,0,25
Nancy,Vasquez,1,48
Alex,Arnold,4,22
Lelia,Lewis,4,30
Claudia,Smith,3,62
Harry,Patterson,4,18
Amelia,Moreno,1,38
Estella,Mullins,3,65
Bradley,Pearson,4,35
Cordelia,Poole,1,63
Jeremiah,Ellis,4,43
Glen,Morales,1,52
Minerva,Webb,4,39
Ina,Carroll,0,31
Francis,Wilkerson,0,45
Eleanor,Gomez,3,45
Bertie,Webb,1,58
Roxie,Wilson,4,22
Kate,Rodriguez,2,64
Jacob,Harvey,0,55
Mitchell,Hicks,3,52
James,Page,0,46
Eugenia,Dennis,1,18
Arthur,Houston,3,30
Ellen,Woods,1,59
Lois,Scott,3,40
Josie,Steele,3,40
Sylvia,Norris,3,42
Hilda,Robertson,0,51
Marian,Owen,2,44
Ethel,Ortiz,1,44
Blake,Gilbert,2,28
Maud,Barrett,3,63
Georgie,Holmes,1,42
Allen,Simon,2,39
Sue,Ortiz,4,31
Mattie,Fuller,0,33
Erik,Diaz,2,18
Lina,Kelly,3,52
Alex,Valdez,1,63
Robert,Burton,2,65
Pauline,Kelley,4,56
Gertrude,Sparks,0,21
Mark,Bridges,3,29
Lucas,Ramirez,4,41
Eliza,Baldwin,1,39
Travis,Logan,0,53
Derrick,Cohen,0,43
Devin,Wilkins,1,29
Leon,Reeves,3,20
Florence,Hill,3,30
William,Chandler,2,37
Anthony,Grant,1,39
Violet,Harmon,1,57
Lucile,Vaughn,2,65
Francis,Fuller,0,24
Leo,Diaz,3,35
Francis,McCormick,0,34
Joel,Figueroa,0,55
Estella,Reese,1,65
Christopher,Nunez,4,47
Lilly,Moss,1,33
Darrell,Greene,4,51
Jonathan,Hanson,1,35
Amelia,Stevens,1,33
Mamie,Schwartz,4,23
Joseph,Welch,0,60
Steve,Hoffman,3,42
Larry,Wade,3,58
John,Bridges,2,24
Dennis,Reid,4,58
Lulu,Nguyen,1,57
Rachel,Wolfe,4,47
Harriet,Andrews,0,58
